GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0003785,actin monomer binding,P21752(Evidence code:IEA/Database source:InterPro:IPR001152)P62326(Evidence code:IEA/Database source:InterPro:IPR001152), TMSB10 TMSB4,MF,2,2 of 7,1.63,28.57,0.0005209,0.01085
GO:0005856,cytoskeleton,P29473(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P62326(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)A6QQV9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)E1BF59(Evidence code:IEA/Database source:InterPro:IPR001101|I)P21752(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206), NOS3 TMSB4 AFAP1L1 PLEC TMSB10,CC,5,5 of 165,4.07,3.03,0.0005734,0.01161
GO:0007186,G-protein coupled receptor signaling pathway,E1B7L5(Evidence code:IEA/Database source:InterPro:IPR000276|I)A2VDS6(Evidence code:IEA/Database source:InterPro:IPR000832|I)F1ME33(Evidence code:IEA/Database source:InterPro:IPR000276|I)F1MUU8(Evidence code:IEA/Database source:InterPro:IPR000276|I)E1BD35(Evidence code:IBA/Database source:PANTHER:PTN000965417), OR6C75 VIPR1 LOC788438 OR8D4 RIC8B,BP,5,5 of 168,4.07,2.98,0.0006203,0.01214
GO:2000279,negative regulation of DNA biosynthetic process,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848)Q1RMH9(Evidence code:IEA/Database source:UniProtKB:P54103|ens), ADIPOQ DNAJC2,BP,2,2 of 8,1.63,25,0.0006494,0.01214
GO:0045776,negative regulation of blood pressure,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848)P29473(Evidence code:IBA/Database source:PANTHER:PTN000453988), ADIPOQ NOS3,BP,2,2 of 8,1.63,25,0.0006494,0.01214
GO:0046872,metal ion binding,P02192(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q05JF3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P19159(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q3SZT9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A0JN97(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)G3X823(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P29473(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)E1BIL7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)F1MNS5(Evidence code:IEA/Database source:InterPro:IPR001604|I)E1BJZ0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q08DD0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q29RY4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)E1BN90(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479), MB casq1 CSH2 CYCT PRKCD TRIM26 NOS3 ZKSCAN1 ENPP1 IFIH1 CYP46A1 ELAC1 ZKSCAN2,MF,13,13 of 1125,10.57,1.16,0.000752,0.01371
GO:0033344,cholesterol efflux,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006)A7MAZ2(Evidence code:IEA/Database source:UniProtKB:Q86Y82|ens), APOA5 STX12,BP,2,2 of 9,1.63,22.22,0.0007917,0.01408
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",E1BN90(Evidence code:IBA/Database source:PANTHER:PTN000003381)E1BNP7(Evidence code:IEA/Database source:UniProtKB:Q91ZK0|ens)A4Z945(Evidence code:IBA/Database source:PANTHER:PTN000192346)E1BMT1(Evidence code:IEA/Database source:InterPro:IPR032949), ZKSCAN2 TFAP2D ZBED8 SIX3,MF,4,4 of 107,3.25,3.74,0.0009596,0.0159
GO:0019901,protein kinase binding,E1BMK9(Evidence code:IEA/Database source:UniProtKB:Q9NXG0|ens)Q0P5H6(Evidence code:IEA/Database source:UniProtKB:Q9Y4P3|ens)G3N0U2(Evidence code:IEA/Database source:InterPro:IPR015452)F1MS60(Evidence code:IEA/Database source:UniProtKB:O14559|ens), CNTLN TBL2 CCNB3 ARHGAP33,MF,4,4 of 106,3.25,3.77,0.0009279,0.0159
GO:0030968,endoplasmic reticulum unfolded protein response,Q0P5H6(Evidence code:IEA/Database source:UniProtKB:Q9Y4P3|ens)A5D791(Evidence code:ISS/Database source:UniProtKB:Q9NZJ5), TBL2 EIF2AK3,BP,2,2 of 10,1.63,20,0.0009476,0.0159
GO:0004930,G-protein coupled receptor activity,F1MUU8(Evidence code:IEA/Database source:InterPro:IPR000276)E1B7L5(Evidence code:IEA/Database source:InterPro:IPR000276)F1ME33(Evidence code:IEA/Database source:InterPro:IPR000276)A2VDS6(Evidence code:IEA/Database source:InterPro:IPR000832|I), OR8D4 OR6C75 LOC788438 VIPR1,MF,4,4 of 110,3.25,3.64,0.001059,0.01696
GO:0050873,brown fat cell differentiation,P02192(Evidence code:IEA/Database source:UniProtKB:P04247|ens)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994), MB ADIPOQ,BP,2,2 of 11,1.63,18.18,0.001117,0.01696
GO:0042149,cellular response to glucose starvation,Q0P5H6(Evidence code:IEA/Database source:UniProtKB:Q9Y4P3|ens)A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens), TBL2 EIF2AK3,BP,2,2 of 11,1.63,18.18,0.001117,0.01696
GO:0045599,negative regulation of fat cell differentiation,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848), ENPP1 ADIPOQ,BP,2,2 of 11,1.63,18.18,0.001117,0.01696
GO:0090305,nucleic acid phosphodiester bond hydrolysis,E1BIJ5(Evidence code:IEA/Database source:GO:0004519)F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens)A6QNQ6(Evidence code:IEA/Database source:GO:0004518), N4BP2 ENPP1 RBBP8,BP,3,3 of 51,2.44,5.88,0.001223,0.01819
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,A5PJS6(Evidence code:ISS/Database source:UniProtKB:Q14694)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848), USP10 ADIPOQ,BP,2,2 of 12,1.63,16.67,0.0013,0.01822
GO:0001541,ovarian follicle development,A4IFN7(Evidence code:IEA/Database source:UniProtKB:O08759|ens)F1N1D2(Evidence code:IEA/Database source:UniProtKB:Q61880|ens), UBE3A DMC1,BP,2,2 of 12,1.63,16.67,0.0013,0.01822
GO:0034198,cellular response to amino acid starvation,A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens)Q5EAE6(Evidence code:IBA/Database source:PANTHER:PTN000323543), EIF2AK3 DAP,BP,2,2 of 12,1.63,16.67,0.0013,0.01822
GO:0005794,Golgi apparatus,Q2TBU3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)Q3T086(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)P29473(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens)Q0VCH4(Evidence code:IEA/Database source:InterPro:IPR009729), GOSR1 TRAPPC6A NOS3 AKAP9 GAL3ST3,CC,5,5 of 202,4.07,2.48,0.001376,0.01857
GO:0004519,endonuclease activity,E1BIJ5(Evidence code:IEA/Database source:UniProtKB:Q86UW6|ens)A6QNQ6(Evidence code:IEA/Database source:InterPro:IPR033594)Q29RY4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0255), N4BP2 RBBP8 ELAC1,MF,3,3 of 53,2.44,5.66,0.001359,0.01857
GO:0005096,GTPase activator activity,F1MIX6(Evidence code:IEA/Database source:InterPro:IPR030717)E1BD35(Evidence code:IBA/Database source:PANTHER:PTN000965417)F1MS60(Evidence code:IEA/Database source:InterPro:IPR035510), DOCK1 RIC8B ARHGAP33,MF,3,3 of 54,2.44,5.56,0.00143,0.01896
GO:0008270,zinc ion binding,Q1LZB8(Evidence code:IEA/Database source:InterPro:IPR006572)E1BJZ0(Evidence code:IEA/Database source:UniRule:UR000401119)E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens)G3X823(Evidence code:IEA/Database source:InterPro:IPR000315)F1MTJ4(Evidence code:IEA/Database source:InterPro:IPR001878|I), DBF4 IFIH1 TET2 TRIM26 PEG10,MF,5,5 of 207,4.07,2.42,0.001527,0.01988
GO:0032869,cellular response to insulin stimulus,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994), ENPP1 ADIPOQ,BP,2,2 of 16,1.63,12.5,0.002163,0.02766
GO:0003713,transcription coactivator activity,Q5E9A1(Evidence code:ISS/Database source:UniProtKB:Q60817)A4IFN7(Evidence code:IEA/Database source:UniProtKB:O08759|ens)E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens), NACA UBE3A SIX3,MF,3,3 of 65,2.44,4.62,0.002373,0.02982
GO:0003676,nucleic acid binding,E1BN90(Evidence code:IEA/Database source:InterPro:IPR001909|I)Q3T0I4(Evidence code:IEA/Database source:InterPro:IPR000504|I)E1BIL7(Evidence code:IEA/Database source:InterPro:IPR001909|I)F1MTJ4(Evidence code:IEA/Database source:InterPro:IPR001878|I)F1MUI1(Evidence code:IEA/Database source:InterPro:IPR004087)Q3MHV8(Evidence code:IEA/Database source:InterPro:IPR000504|I)F1MY06(Evidence code:IEA/Database source:InterPro:IPR035979)F1MNS5(Evidence code:IEA/Database source:InterPro:IPR001604|I)Q2KIJ3(Evidence code:IEA/Database source:InterPro:IPR000504|I)Q1LZB8(Evidence code:IEA/Database source:InterPro:IPR006572), ZKSCAN2 ALYREF ZKSCAN1 PEG10 TDRKH RBM15B TNRC6B ENPP1 NOL8 DBF4,MF,10,10 of 989,8.13,1.01,0.006739,0.03863
GO:0042802,identical protein binding,A6QNQ6(Evidence code:IEA/Database source:UniProtKB:Q99708|ens)A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens)E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens)Q05JF3(Evidence code:IEA/Database source:UniProtKB:P31415|ens)Q3Y5Z3(Evidence code:IEA/Database source:UniProtKB:Q60994|ens)A6QQK5(Evidence code:IEA/Database source:UniProtKB:Q8IVH4|ens), RBBP8 EIF2AK3 IFIH1 casq1 ADIPOQ MMAA,MF,6,6 of 379,4.88,1.58,0.004258,0.03863
GO:0005739,mitochondrion,Q0VD31(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496)Q5EA03(Evidence code:IEA/Database source:UniProtKB:Q96B77|ens)Q2TBM9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496)F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens)Q3SZT9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496)Q58CR1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0496), FBXL4 TMEM186 SERAC1 TDRKH CYCT MTFR2,CC,6,6 of 380,4.88,1.58,0.004311,0.03863
GO:0003700,DNA-binding transcription factor activity,E1BN90(Evidence code:IEA/Database source:InterPro:IPR003309)E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens)E1BNP7(Evidence code:IEA/Database source:InterPro:IPR004979)E1BIL7(Evidence code:IEA/Database source:InterPro:IPR003309), ZKSCAN2 SIX3 TFAP2D ZKSCAN1,MF,4,4 of 187,3.25,2.14,0.006725,0.03863
GO:0016310,phosphorylation,E1BIJ5(Evidence code:IEA/Database source:GO:0046404)F1MCG9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418)A4IFD0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418)A0JN97(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418), N4BP2 DGKK Ak5 PRKCD,BP,4,4 of 164,3.25,2.44,0.004301,0.03863
GO:0055114,oxidation-reduction process,P29473(Evidence code:IEA/Database source:InterPro:IPR001094|I)E1BD99(Evidence code:IEA/Database source:GO:0070579)Q3SZT9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0249)Q08DD0(Evidence code:IEA/Database source:InterPro:IPR001128|I), NOS3 TET2 CYCT CYP46A1,BP,4,4 of 162,3.25,2.47,0.004124,0.03863
GO:0045944,positive regulation of transcription by RNA polymerase II,E1BNP7(Evidence code:IEA/Database source:UniProtKB:Q91ZK0|ens)A4IFN7(Evidence code:IEA/Database source:UniProtKB:O08759|ens)E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens)E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens), TFAP2D UBE3A TET2 SIX3,BP,4,4 of 177,3.25,2.26,0.005583,0.03863
GO:0006974,cellular response to DNA damage stimulus,A6QNQ6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0227)Q3SZL4(Evidence code:IEA/Database source:InterPro:IPR016592)F1MSA4(Evidence code:IEA/Database source:UniProtKB:Q6PFE3|ens)A5PJS6(Evidence code:ISS/Database source:UniProtKB:Q14694), RBBP8 NBN RAD54B USP10,BP,4,4 of 188,3.25,2.13,0.006847,0.03863
GO:0007283,spermatogenesis,E1BLN1(Evidence code:IEA/Database source:UniProtKB:Q62209|ens)F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens)F1N1D2(Evidence code:IEA/Database source:UniProtKB:Q61880|ens), SYCP1 TDRKH DMC1,BP,3,3 of 72,2.44,4.17,0.003133,0.03863
GO:0009986,cell surface,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848)F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens)F1MIP7(Evidence code:IEA/Database source:UniProtKB:Q92887|ens), ADIPOQ ENPP1 ABCC2,CC,3,3 of 94,2.44,3.19,0.006419,0.03863
GO:0005813,centrosome,E1BD35(Evidence code:IEA/Database source:UniProtKB:B7WPL0|ens)F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens)E1BMK9(Evidence code:IEA/Database source:UniProtKB:Q9NXG0|ens), RIC8B AKAP9 CNTLN,CC,3,3 of 99,2.44,3.03,0.007369,0.03863
GO:0015629,actin cytoskeleton,Q8SQ24(Evidence code:IBA/Database source:PANTHER:PTN000409135)F1MS60(Evidence code:IBA/Database source:PANTHER:PTN000404766), MYOZ1 ARHGAP33,CC,2,2 of 23,1.63,8.7,0.004165,0.03863
GO:0000724,double-strand break repair via homologous recombination,F1MSA4(Evidence code:IEA/Database source:UniProtKB:Q6PFE3|ens)A6QNQ6(Evidence code:IEA/Database source:InterPro:IPR033594), RAD54B RBBP8,BP,2,2 of 20,1.63,10,0.003232,0.03863
GO:0006906,vesicle fusion,A7MAZ2(Evidence code:IBA/Database source:PANTHER:PTN000461349)Q2TBU3(Evidence code:IBA/Database source:PANTHER:PTN000473329), STX12 GOSR1,BP,2,2 of 31,1.63,6.45,0.007182,0.03863
GO:0044325,ion channel binding,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens)A5PJS6(Evidence code:ISS/Database source:UniProtKB:Q14694), AKAP9 USP10,MF,2,2 of 24,1.63,8.33,0.004501,0.03863
GO:0006888,ER to Golgi vesicle-mediated transport,Q3T086(Evidence code:IBA/Database source:PANTHER:PTN000302156)Q2TBU3(Evidence code:IEA/Database source:InterPro:IPR023601), TRAPPC6A GOSR1,BP,2,2 of 32,1.63,6.25,0.007611,0.03863
GO:0050728,negative regulation of inflammatory response,P62326(Evidence code:IMP/Database source:)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994), TMSB4 ADIPOQ,BP,2,2 of 27,1.63,7.41,0.005579,0.03863
GO:0031201,SNARE complex,A7MAZ2(Evidence code:ISS/Database source:UniProtKB:Q86Y82)Q2TBU3(Evidence code:IBA/Database source:PANTHER:PTN000473329), STX12 GOSR1,CC,2,2 of 27,1.63,7.41,0.005579,0.03863
GO:0002244,hematopoietic progenitor cell differentiation,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens)F1MIX6(Evidence code:IEA/Database source:UniProtKB:Q8BUR4|ens), PLEK DOCK1,BP,2,2 of 21,1.63,9.52,0.003531,0.03863
GO:0046488,phosphatidylinositol metabolic process,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens)E1BAU6(Evidence code:IEA/Database source:UniProtKB:Q9JII1|ens), PLEK INPP5E,BP,2,2 of 29,1.63,6.9,0.006357,0.03863
GO:0001503,ossification,A0A0M3T9B6(Evidence code:IEA/Database source:InterPro:IPR002038|I)A5D791(Evidence code:ISS/Database source:UniProtKB:Q9NZJ5), OPN EIF2AK3,BP,2,2 of 30,1.63,6.67,0.006764,0.03863
GO:0005484,SNAP receptor activity,Q2TBU3(Evidence code:IBA/Database source:PANTHER:PTN000473329)A7MAZ2(Evidence code:IEA/Database source:InterPro:IPR006012), GOSR1 STX12,MF,2,2 of 23,1.63,8.7,0.004165,0.03863
GO:0050427,3-phosphoadenosine 5-phosphosulfate metabolic process,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",Q3T186(Evidence code:IEA/Database source:InterPro:IPR004788|I),RPIA,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0042781,3-tRNA processing endoribonuclease activity,Q29RY4(Evidence code:IBA/Database source:PANTHER:PTN000284960),ELAC1,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:2000590,negative regulation of metanephric mesenchymal cell migration,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0030853,negative regulation of granulocyte differentiation,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0043403,skeletal muscle tissue regeneration,Q08DY1(Evidence code:IEA/Database source:UniProtKB:Q9JI08|ens),BIN3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0060235,lens induction in camera-type eye,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0048209,"regulation of vesicle targeting, to, from or within Golgi",Q2TBU3(Evidence code:IBA/Database source:PANTHER:PTN000473329),GOSR1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:2000467,positive regulation of glycogen (starch) synthase activity,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q8K3R4),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0070560,protein secretion by platelet,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:Q9JHK5|ens),PLEK,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0051026,chiasma assembly,E1BLN1(Evidence code:IEA/Database source:UniProtKB:Q62209|ens),SYCP1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0034618,arginine binding,E1BCN3(Evidence code:IEA/Database source:UniProtKB:Q9UM07|ens),PADI4,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0060024,rhythmic synaptic transmission,F1MX37(Evidence code:IEA/Database source:UniProtKB:Q6PHS9|ens),CACNA2D2,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0000711,meiotic DNA repair synthesis,E1BLN1(Evidence code:IEA/Database source:UniProtKB:Q62209|ens),SYCP1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0005854,nascent polypeptide-associated complex,Q5E9A1(Evidence code:IEA/Database source:InterPro:IPR016641),NACA,CC,1,1 of 1,0.81,100,0.007632,0.03863
GO:1904706,negative regulation of vascular smooth muscle cell proliferation,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:1900825,regulation of membrane depolarization during cardiac muscle cell action potential,E1BMC6(Evidence code:IEA/Database source:UniProtKB:Q14BN4|ens),SLMAP,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:1903232,melanosome assembly,Q3T086(Evidence code:IEA/Database source:UniProtKB:Q78XR0|ens),TRAPPC6A,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0060736,prostate gland growth,A4IFN7(Evidence code:IEA/Database source:UniProtKB:O08759|ens),UBE3A,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:2000584,negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0021797,forebrain anterior/posterior pattern specification,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0046855,inositol phosphate dephosphorylation,E1BAU6(Evidence code:IEA/Database source:UniProtKB:Q9JII1|ens),INPP5E,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0021798,forebrain dorsal/ventral pattern formation,E1BMT1(Evidence code:IEA/Database source:UniProtKB:O95343|ens),SIX3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0045352,interleukin-1 type I receptor antagonist activity,O77482(Evidence code:IEA/Database source:UniProtKB:P18510|ens),IL1RN,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0003404,optic vesicle morphogenesis,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0031581,hemidesmosome assembly,E1BF59(Evidence code:IEA/Database source:UniProtKB:Q15149|ens),PLEC,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0071723,lipopeptide binding,Q1L1H6(Evidence code:IBA/Database source:PANTHER:PTN000422284),CD1B3,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0042489,negative regulation of odontogenesis of dentin-containing tooth,A5D7R1(Evidence code:IEA/Database source:UniProtKB:O08712|ens),TNFRSF11B,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0004143,diacylglycerol kinase activity,F1MCG9(Evidence code:IEA/Database source:InterPro:IPR000756|I),DGKK,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0004751,ribose-5-phosphate isomerase activity,Q3T186(Evidence code:IEA/Database source:InterPro:IPR004788|I),RPIA,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0000801,central element,E1BLN1(Evidence code:IEA/Database source:UniProtKB:Q62209|ens),SYCP1,CC,1,1 of 1,0.81,100,0.007632,0.03863
GO:0005151,"interleukin-1, type II receptor binding",O77482(Evidence code:IEA/Database source:UniProtKB:P18510|ens),IL1RN,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0043584,nose development,F6RF21(Evidence code:IEA/Database source:UniProtKB:A6NHR9|ens),SMCHD1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0031018,endocrine pancreas development,A5D791(Evidence code:ISS/Database source:UniProtKB:Q9NZJ5),EIF2AK3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0051661,maintenance of centrosome location,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0033691,sialic acid binding,Q3Y5Z3(Evidence code:IEA/Database source:UniProtKB:Q15848|ens),ADIPOQ,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0046404,ATP-dependent polydeoxyribonucleotide 5-hydroxyl-kinase activity,E1BIJ5(Evidence code:IEA/Database source:UniProtKB:Q86UW6|ens),N4BP2,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0070994,detection of oxidative stress,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0010572,positive regulation of platelet activation,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:Q9JHK5|ens),PLEK,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0001556,oocyte maturation,F1N1D2(Evidence code:IEA/Database source:UniProtKB:Q61880|ens),DMC1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0005152,interleukin-1 receptor antagonist activity,O77482(Evidence code:IEA/Database source:InterPro:IPR039348),IL1RN,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0004999,vasoactive intestinal polypeptide receptor activity,A2VDS6(Evidence code:IEA/Database source:InterPro:IPR001571|I),VIPR1,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0045715,negative regulation of low-density lipoprotein particle receptor biosynthetic process,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0009048,dosage compensation by inactivation of X chromosome,F6RF21(Evidence code:IEA/Database source:UniProtKB:A6NHR9|ens),SMCHD1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",E1BAU6(Evidence code:IEA/Database source:UniProtKB:Q9JII1|ens),INPP5E,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0090024,negative regulation of neutrophil chemotaxis,P62326(Evidence code:IMP/Database source:),TMSB4,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0030056,hemidesmosome,E1BF59(Evidence code:IEA/Database source:UniProtKB:Q15149|ens),PLEC,CC,1,1 of 1,0.81,100,0.007632,0.03863
GO:0050847,progesterone receptor signaling pathway,A4IFN7(Evidence code:IEA/Database source:UniProtKB:Q05086|ens),UBE3A,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0045650,negative regulation of macrophage differentiation,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:2000042,negative regulation of double-strand break repair via homologous recombination,F6RF21(Evidence code:IEA/Database source:UniProtKB:A6NHR9|ens),SMCHD1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0060230,lipoprotein lipase activator activity,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0006014,D-ribose metabolic process,Q3T186(Evidence code:IBA/Database source:PANTHER:PTN000232507),RPIA,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0021978,telencephalon regionalization,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:1903358,regulation of Golgi organization,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:1901341,positive regulation of store-operated calcium channel activity,Q05JF3(Evidence code:IEA/Database source:UniProtKB:P31415|ens),casq1,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0045353,interleukin-1 type II receptor antagonist activity,O77482(Evidence code:IEA/Database source:UniProtKB:P18510|ens),IL1RN,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:1902897,regulation of postsynaptic density protein 95 clustering,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4),CRIPT,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0005150,"interleukin-1, type I receptor binding",O77482(Evidence code:IEA/Database source:UniProtKB:P18510|ens),IL1RN,MF,1,1 of 1,0.81,100,0.007632,0.03863
