GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0005730,nucleolus,Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q96LA8|ens)Q58DW5(Evidence code:ISS/Database source:UniProtKB:P46777)Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3T147(Evidence code:IBA/Database source:PANTHER:PTN000618218)P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens)Q56JX8(Evidence code:IBA/Database source:PANTHER:PTN000223268), PRMT6 RPL5 H2AFY C1QBP DDX39B PAFAH1B2 RPS13,CC,7,7 of 232,7.87,3.02,0.000007085,0.0001313
GO:0032981,mitochondrial respiratory chain complex I assembly,P52505(Evidence code:ISS/Database source:UniProtKB:O14561)P23935(Evidence code:ISS/Database source:UniProtKB:Q16718)P42029(Evidence code:ISS/Database source:UniProtKB:P51970), NDUFAB1 NDUFA5 NDUFA8,BP,3,3 of 11,3.37,27.27,0.000007874,0.0001368
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",P31800(Evidence code:IBA/Database source:PANTHER:PTN000220240)P00125(Evidence code:IBA/Database source:PANTHER:PTN000030137)P62894(Evidence code:IBA/Database source:PANTHER:PTN000238899), UQCRC1 CYC1 CYCS,BP,3,3 of 11,3.37,27.27,0.000007874,0.0001368
GO:1902600,proton transmembrane transport,A5PK67(Evidence code:IEA/Database source:GO:0004129)P00426(Evidence code:IEA/Database source:GO:0004129)P00423(Evidence code:IEA/Database source:GO:0004129)P13184(Evidence code:IEA/Database source:GO:0004129), MGC165862 COX5A COX4I1 COX7A2,BP,4,4 of 42,4.49,9.52,0.000009412,0.0001586
GO:0005737,cytoplasm,Q58DQ3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q3T0S6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q5E9M1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q58DW5(Evidence code:ISS/Database source:UniProtKB:P46777)Q8MJ82(Evidence code:IEA/Database source:GO:0006888)Q5E983(Evidence code:IEA/Database source:UniProtKB:P24534|ens)Q2TBP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35796)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)O77775(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P09867(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q2YDL5(Evidence code:IBA/Database source:PANTHER:PTN000054102)Q32LL2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963), RPL6 RPL8 PAFAH1B2 ARL6IP5 PHB RPL5 lman1 EEF1B MYCBP C1QBP DDX39B NCF2 HNRNPA1 FKBP11 STOML2,CC,15,15 of 1304,16.85,1.15,0.00001294,0.0002116
GO:0020037,heme binding,P00125(Evidence code:IEA/Database source:InterPro:IPR002326|I)P00432(Evidence code:IEA/Database source:InterPro:IPR002226|I)A5PJQ6(Evidence code:IBA/Database source:PANTHER:PTN000031653)P62894(Evidence code:IEA/Database source:InterPro:IPR002327|I), CYC1 CAT PGRMC2 CYCS,MF,4,4 of 49,4.49,8.16,0.00001662,0.000264
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,A4IFT6(Evidence code:IEA/Database source:UniProtKB:Q9Y3B3|ens)Q3T133(Evidence code:IEA/Database source:UniProtKB:Q9BVK6|ens)Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens), TMED7 TMED9 ERP44,CC,3,3 of 15,3.37,20,0.0000175,0.0002703
GO:0006811,ion transport,P13620(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)P05631(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)P13619(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)Q0VCA3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)P02721(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)P45879(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406)Q28851(Evidence code:IEA/Database source:UniProtKB-KW:KW-0406), ATP5H ATP5C1 ATP5F1 LETM1 ATP5J VDAC1 ATP5J2,BP,7,7 of 278,7.87,2.52,0.00002189,0.000329
GO:0005886,plasma membrane,Q1L1H6(Evidence code:IBA/Database source:PANTHER:PTN000422281)Q6Y1E2(Evidence code:IEA/Database source:UniProtKB:Q04941|ens)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)P45879(Evidence code:ISS/Database source:UniProtKB:P21796)Q5E9M1(Evidence code:IEA/Database source:UniProtKB-KW:KW-1003)Q32LL2(Evidence code:IEA/Database source:UniProtKB-KW:KW-1003)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-1003)A7YWH4(Evidence code:IBA/Database source:PANTHER:PTN000422281)P12344(Evidence code:IEA/Database source:UniProtKB-KW:KW-1003)P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens), CD1B3 PLP2 PHB VDAC1 ARL6IP5 STOML2 C1QBP BoLA GOT2 PAFAH1B2,CC,10,10 of 630,11.24,1.59,0.000023,0.0003366
GO:0045277,respiratory chain complex IV,P00423(Evidence code:IDA/Database source:)P00428(Evidence code:IDA/Database source:)P00426(Evidence code:IDA/Database source:), COX4I1 COX5B COX5A,CC,3,3 of 17,3.37,17.65,0.00002435,0.0003471
GO:0022900,electron transport chain,P31039(Evidence code:IEA/Database source:InterPro:IPR014006)P13184(Evidence code:IEA/Database source:GO:0004129)Q2TBV3(Evidence code:IEA/Database source:GO:0009055)A5PK67(Evidence code:IEA/Database source:GO:0004129), SDHA COX7A2 ETFB MGC165862,BP,4,4 of 59,4.49,6.78,0.00003304,0.0004592
GO:0099132,ATP hydrolysis coupled cation transmembrane transport,P13619(Evidence code:IEA/Database source:GO:0046933)P05631(Evidence code:IEA/Database source:GO:0046933)P13620(Evidence code:IEA/Database source:GO:0046933), ATP5F1 ATP5C1 ATP5H,BP,3,3 of 23,3.37,13.04,0.00005481,0.0007433
GO:0006099,tricarboxylic acid cycle,Q58DR8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0816)Q29RK1(Evidence code:IEA/Database source:InterPro:IPR019810)P31039(Evidence code:IEA/Database source:InterPro:IPR011281), SUCLG1 CS SDHA,BP,3,3 of 24,3.37,12.5,0.00006153,0.0008146
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens)Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens)P62894(Evidence code:IBA/Database source:PANTHER:PTN000943712), ARL6IP5 BCAP31 CYCS,BP,3,3 of 25,3.37,12,0.00006877,0.0008892
GO:0051289,protein homotetramerization,O02691(Evidence code:ISS/Database source:UniProtKB:Q99714)Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3)P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens), HSD17B10 SAMHD1 CAT,BP,3,3 of 31,3.37,9.68,0.000124,0.001567
GO:0006851,mitochondrial calcium ion transmembrane transport,Q0VCA3(Evidence code:ISS/Database source:UniProtKB:O95202)Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1), LETM1 STOML2,BP,2,2 of 5,2.25,40,0.0001623,0.002005
GO:0005758,mitochondrial intermembrane space,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1)P42029(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P62894(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), STOML2 NDUFA8 CYCS,CC,3,3 of 35,3.37,8.57,0.0001733,0.002095
GO:0009986,cell surface,Q3T0B6(Evidence code:IEA/Database source:UniProtKB:Q07021|ens)P12344(Evidence code:ISS/Database source:UniProtKB:P00507)Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens), C1QBP GOT2 ERP44 PHB,CC,4,4 of 94,4.49,4.26,0.0001848,0.002186
GO:0005622,intracellular,Q3T0S6(Evidence code:IEA/Database source:InterPro:IPR002171|I)Q56JX8(Evidence code:IEA/Database source:InterPro:IPR000589)Q58DW5(Evidence code:IEA/Database source:InterPro:IPR005485)Q58DQ3(Evidence code:IEA/Database source:InterPro:IPR000915|I), RPL8 RPS13 RPL5 RPL6,CC,4,4 of 95,4.49,4.21,0.0001922,0.002226
GO:0006613,cotranslational protein targeting to membrane,A6QLP7(Evidence code:IBA/Database source:PANTHER:PTN000309014)Q5EA68(Evidence code:IEA/Database source:UniProtKB:P61619|ens), SSR1 SEC61A1,BP,2,2 of 7,2.25,28.57,0.0002772,0.003145
GO:0008380,RNA splicing,P09867(Evidence code:IEA/Database source:UniProtKB-KW:KW-0508)A2VDN6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0508)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0508)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0508), HNRNPA1 SF3A1 C1QBP DDX39B,BP,4,4 of 106,4.49,3.77,0.0002874,0.003196
GO:0016887,ATPase activity,Q28851(Evidence code:IEA/Database source:UniProtKB:P56134|ens)P05631(Evidence code:IEA/Database source:UniProtKB:P36542|ens)P02721(Evidence code:IEA/Database source:UniProtKB:P18859|ens)P13619(Evidence code:ISS/Database source:UniProtKB:P24539), ATP5J2 ATP5C1 ATP5J ATP5F1,MF,4,4 of 110,4.49,3.64,0.0003291,0.003588
GO:0005794,Golgi apparatus,A7YY49(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)Q3T133(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)A4IFT6(Evidence code:IEA/Database source:UniProtKB:Q9Y3B3|ens)A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9BTV4|ens)P11456(Evidence code:TAS/Database source:), SURF4 TMED9 TMED7 TMEM43 M6PR,CC,5,5 of 202,5.62,2.48,0.0003411,0.003647
GO:0005654,nucleoplasm,Q3SZF3(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3ZC44(Evidence code:IEA/Database source:UniProtKB:Q99729|ens)P23004(Evidence code:IEA/Database source:UniProtKB:P22695|ens)Q3SZI8(Evidence code:IEA/Database source:UniProtKB:A0A0A0MT83)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)P13619(Evidence code:IEA/Database source:UniProtKB:P24539|ens), HNRNPH2 HNRNPAB UQCRC2 IVD PHB ATP5F1,CC,6,6 of 315,6.74,1.9,0.0003555,0.00373
GO:0005747,mitochondrial respiratory chain complex I,P23935(Evidence code:IEA/Database source:UniProtKB:Q16718|ens)P42029(Evidence code:IEA/Database source:InterPro:IPR016680)P52505(Evidence code:IDA/Database source:), NDUFA5 NDUFA8 NDUFAB1,CC,3,3 of 46,3.37,6.52,0.0003697,0.003807
GO:0000122,negative regulation of transcription by RNA polymerase II,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens)Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q6NZB1|ens)Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens), H2AFY PRMT6 C1QBP PHB,BP,4,4 of 115,4.49,3.48,0.0003872,0.003914
GO:0005537,mannose binding,Q8MJ82(Evidence code:IEA/Database source:InterPro:IPR033085)P11456(Evidence code:IEA/Database source:InterPro:IPR000296), lman1 M6PR,MF,2,2 of 9,2.25,22.22,0.0004218,0.004188
GO:0006397,mRNA processing,P09867(Evidence code:IEA/Database source:UniProtKB-KW:KW-0507)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0507)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0507)A2VDN6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0507), HNRNPA1 DDX39B C1QBP SF3A1,BP,4,4 of 123,4.49,3.25,0.0004948,0.004826
GO:0090023,positive regulation of neutrophil chemotaxis,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021)Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens), C1QBP C5AR1,BP,2,2 of 10,2.25,20,0.0005052,0.004843
GO:0046872,metal ion binding,P00125(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q29RZ0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q0VCA3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P62894(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P35466(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P23004(Evidence code:IEA/Database source:InterPro:IPR011249)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P00428(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P00426(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P31800(Evidence code:IEA/Database source:InterPro:IPR011249), CYC1 ACAT1 LETM1 CYCS S100A4 UQCRC2 SAMHD1 COX5B COX5A CAT UQCRC1,MF,11,11 of 1125,12.36,0.98,0.0005807,0.005472
GO:0042254,ribosome biogenesis,Q2TBQ5(Evidence code:IEA/Database source:InterPro:IPR004037)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0690), RPL7A C1QBP,BP,2,2 of 11,2.25,18.18,0.000596,0.005523
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",P42029(Evidence code:IEA/Database source:InterPro:IPR016680)P52505(Evidence code:TAS/Database source:), NDUFA8 NDUFAB1,BP,2,2 of 12,2.25,16.67,0.000694,0.006326
GO:0015078,proton transmembrane transporter activity,P02721(Evidence code:IEA/Database source:InterPro:IPR008387|I)P13619(Evidence code:IEA/Database source:InterPro:IPR008688|I)P13620(Evidence code:IEA/Database source:InterPro:IPR008689|I), ATP5J ATP5F1 ATP5H,MF,3,3 of 61,3.37,4.92,0.0008098,0.007262
GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,A7YY49(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3T133(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), SURF4 TMED9,CC,2,2 of 14,2.25,14.29,0.0009117,0.007921
GO:0000470,maturation of LSU-rRNA,Q5E9E6(Evidence code:IBA/Database source:PANTHER:PTN000559990)Q2TBQ5(Evidence code:IBA/Database source:PANTHER:PTN000559990), RPL10A RPL7A,BP,2,2 of 14,2.25,14.29,0.0009117,0.007921
GO:0009060,aerobic respiration,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220240)P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens), UQCRC1 CAT,BP,2,2 of 17,2.25,11.76,0.001292,0.01105
GO:0006635,fatty acid beta-oxidation,Q58DM8(Evidence code:ISS/Database source:UniProtKB:P30084)Q29RZ0(Evidence code:IBA/Database source:PANTHER:PTN000432120), ECHS1 ACAT1,BP,2,2 of 18,2.25,11.11,0.001433,0.01207
GO:0005681,spliceosomal complex,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0747)A2VDN6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0747)P09867(Evidence code:IEA/Database source:UniProtKB-KW:KW-0747), DDX39B SF3A1 HNRNPA1,CC,3,3 of 76,3.37,3.95,0.001489,0.01235
GO:0043022,ribosome binding,Q0VCA3(Evidence code:IEA/Database source:InterPro:IPR033122)Q5EA68(Evidence code:IEA/Database source:UniProtKB:P61620|ens), LETM1 SEC61A1,MF,2,2 of 19,2.25,10.53,0.001581,0.01292
GO:0006754,ATP biosynthetic process,P05631(Evidence code:IEA/Database source:UniProtKB-KW:KW-0066)Q28851(Evidence code:IEA/Database source:UniProtKB-KW:KW-0066), ATP5C1 ATP5J2,BP,2,2 of 25,2.25,8,0.002612,0.02075
GO:0004222,metalloendopeptidase activity,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169)P23004(Evidence code:IEA/Database source:InterPro:IPR001431), UQCRC1 UQCRC2,MF,2,2 of 25,2.25,8,0.002612,0.02075
GO:0008270,zinc ion binding,F1MXI4(Evidence code:IEA/Database source:InterPro:IPR003604)P23004(Evidence code:IBA/Database source:PANTHER:PTN000220169)P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169)Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3), MATR3 UQCRC2 UQCRC1 SAMHD1,MF,4,4 of 207,4.49,1.93,0.003174,0.02127
GO:0007005,mitochondrion organization,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1)O02691(Evidence code:IEA/Database source:UniProtKB:Q99714|ens), PHB STOML2 HSD17B10,BP,3,3 of 104,3.37,2.88,0.003521,0.02127
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",P31039(Evidence code:IEA/Database source:InterPro:IPR011281|I)Q3SZI8(Evidence code:IEA/Database source:InterPro:IPR006091|I), SDHA IVD,MF,2,2 of 29,2.25,6.9,0.003434,0.02127
GO:0008137,NADH dehydrogenase (ubiquinone) activity,P23935(Evidence code:IEA/Database source:UniProtKB:Q9CPP6|ens)P52505(Evidence code:TAS/Database source:), NDUFA5 NDUFAB1,MF,2,2 of 26,2.25,7.69,0.002808,0.02127
GO:0050660,flavin adenine dinucleotide binding,P31039(Evidence code:IEA/Database source:InterPro:IPR011281|I)Q3SZI8(Evidence code:IEA/Database source:InterPro:IPR013786|I), SDHA IVD,MF,2,2 of 32,2.25,6.25,0.00412,0.02127
GO:0000027,ribosomal large subunit assembly,Q58DQ3(Evidence code:IBA/Database source:PANTHER:PTN000076315)Q58DW5(Evidence code:IBA/Database source:PANTHER:PTN000601661), RPL6 RPL5,BP,2,2 of 31,2.25,6.45,0.003885,0.02127
GO:0019843,rRNA binding,Q3T0S6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0699)Q58DW5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0699), RPL8 RPL5,MF,2,2 of 33,2.25,6.06,0.004362,0.02127
GO:0051092,positive regulation of NF-kappaB transcription factor activity,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6)P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens), DDRGK1 CAT,BP,2,2 of 35,2.25,5.71,0.004864,0.02127
GO:0005635,nuclear envelope,A5PJQ6(Evidence code:IEA/Database source:UniProtKB:O15173|ens)Q5E9X4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), PGRMC2 LRRC59,CC,2,2 of 28,2.25,7.14,0.003219,0.02127
GO:0006888,ER to Golgi vesicle-mediated transport,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens)Q8MJ82(Evidence code:IEA/Database source:InterPro:IPR033085), BCAP31 lman1,BP,2,2 of 32,2.25,6.25,0.00412,0.02127
GO:0005788,endoplasmic reticulum lumen,Q3T0L2(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9DBS1|ens), ERP44 TMEM43,CC,2,2 of 34,2.25,5.88,0.00461,0.02127
GO:0071763,nuclear membrane organization,A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9BTV4|ens),TMEM43,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004611,phosphoenolpyruvate carboxykinase activity,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008209|I),PCK2,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0045155,"electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity",P00125(Evidence code:IBA/Database source:PANTHER:PTN002231577),CYC1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0010876,lipid localization,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q99JB2),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0008832,dGTPase activity,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q60710),SAMHD1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0001850,complement component C3a binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004353,glutamate dehydrogenase [NAD(P)+] activity,P00366(Evidence code:IEA/Database source:EC:1.4.1.3),GLUD1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0046356,acetyl-CoA catabolic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0046952,ketone body catabolic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0039536,negative regulation of RIG-I signaling pathway,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0070612,histone methyltransferase activity (H2A-R3 specific),Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0031871,proteinase activated receptor binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0070901,mitochondrial tRNA methylation,O02691(Evidence code:ISS/Database source:UniProtKB:Q99714),HSD17B10,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004046,aminoacylase activity,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0032567,dGTP binding,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR018091),PCK2,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:1900210,positive regulation of cardiolipin metabolic process,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0002037,negative regulation of L-glutamate import across plasma membrane,Q5E9M1(Evidence code:ISS/Database source:UniProtKB:Q8R5J9),ARL6IP5,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:1902860,propionyl-CoA biosynthetic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0009061,anaerobic respiration,P31039(Evidence code:IBA/Database source:PANTHER:PTN000180228),SDHA,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0019919,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0048205,COPI coating of Golgi vesicle,Q3T133(Evidence code:ISS/Database source:UniProtKB:Q9BVK6),TMED9,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0070611,histone methyltransferase activity (H3-R2 specific),Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0090297,positive regulation of mitochondrial DNA replication,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:1905394,retromer complex binding,P11456(Evidence code:IEA/Database source:UniProtKB:P20645|ens),M6PR,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0071723,lipopeptide binding,Q1L1H6(Evidence code:IBA/Database source:PANTHER:PTN000422284),CD1B3,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0000274,"mitochondrial proton-transporting ATP synthase, stator stalk",P13620(Evidence code:IBA/Database source:PANTHER:PTN000294648),ATP5H,CC,1,1 of 1,1.12,100,0.005548,0.02127
GO:0046061,dATP catabolic process,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens),ARL6IP5,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0045153,"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity",P00125(Evidence code:IBA/Database source:PANTHER:PTN002231577),CYC1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0007549,dosage compensation,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0034970,histone H3-R2 methylation,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0030984,kininogen binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0009245,lipid A biosynthetic process,P52505(Evidence code:IBA/Database source:PANTHER:PTN000466551),NDUFAB1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0006203,dGTP catabolic process,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0016793,triphosphoric monoester hydrolase activity,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q60710),SAMHD1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0005757,mitochondrial permeability transition pore complex,P45879(Evidence code:ISS/Database source:UniProtKB:P21796),VDAC1,CC,1,1 of 1,1.12,100,0.005548,0.02127
GO:0050847,progesterone receptor signaling pathway,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0046784,viral mRNA export from host cell nucleus,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:1900116,extracellular negative regulation of signal transduction,Q148K7(Evidence code:IEA/Database source:GO:0048019),LRPAP1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:1901165,positive regulation of trophoblast cell migration,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0033128,negative regulation of histone phosphorylation,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0015578,mannose transmembrane transporter activity,P11456(Evidence code:IEA/Database source:InterPro:IPR000296),M6PR,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:2000002,negative regulation of DNA damage checkpoint,Q3T147(Evidence code:ISS/Database source:UniProtKB:Q13838),DDX39B,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0010385,double-stranded methylated DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0010918,positive regulation of mitochondrial membrane potential,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
