GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:1903494,response to dehydroepiandrosterone,P00711(Evidence code:IDA/Database source:)P02663(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), LALBA CSN1S2 CSN2 CSN1S1,BP,4,4 of 5,3.96,80,1.293E-08,3.061E-07
GO:0005796,Golgi lumen,P02662(Evidence code:IDA/Database source:)Q3ZBZ1(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P02663(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:), CSN1S1 SDF4 CSN1S2 CSN2,CC,4,4 of 6,3.96,66.67,2.149E-08,4.748E-07
GO:0017127,cholesterol transporter activity,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOE NPC2 APOA4,MF,4,4 of 6,3.96,66.67,2.149E-08,4.748E-07
GO:0042627,chylomicron,Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162), APOE APOA1 APOA4 LPL,CC,4,4 of 7,3.96,57.14,3.368E-08,6.977E-07
GO:0019433,triglyceride catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens), APOE APOA1 APOA4 LPL,BP,4,4 of 7,3.96,57.14,3.368E-08,6.977E-07
GO:0005737,cytoplasm,Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P05452)Q9XSG3(Evidence code:ISS/Database source:UniProtKB:O75874)O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P60712(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P26779(Evidence code:IBA/Database source:PANTHER:PTN001352635)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P10790(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q0IIH5(Evidence code:IEA/Database source:UniProtKB:P81117|ens)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q1JPB0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P30922(Evidence code:ISS/Database source:UniProtKB:Q61362)P62935(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P80025(Evidence code:IEA/Database source:UniProtKB:Q5SW46|ens)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)P80457(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963)Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392)A6H7B5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0963), CLEC3B IDH1 DAG1 ACTB PSAP LTF FABP3 NUCB1 GSN NUCB2 PTGDS MUC1 SERPINB1 CHI3L1 PPIA LPO CLU XDH NME2 COPS3,CC,20,20 of 1304,19.8,1.53,5.288E-08,0.000001048
GO:0004869,cysteine-type endopeptidase inhibitor activity,P01044(Evidence code:IEA/Database source:InterPro:IPR000010)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P01045(Evidence code:IEA/Database source:InterPro:IPR000010)P12763(Evidence code:IEA/Database source:InterPro:IPR000010)P02666(Evidence code:IEA/Database source:UniProtKB:P05814|ens), KNG1 LTF KNG2 AHSG CSN2,MF,5,5 of 26,4.95,19.23,5.376E-08,0.000001048
GO:0016020,membrane,P05307(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q9MZ06(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)G3N2D8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q95122(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q9TUM6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q2TBI0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)F1N514(Evidence code:IEA/Database source:InterPro:IPR001190|I)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P80195(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P81265(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens)P30931(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)P26201(Evidence code:IEA/Database source:InterPro:IPR002159)P18892(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)Q32PI4(Evidence code:IEA/Database source:InterPro:IPR001190|I)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0472)O18738(Evidence code:IEA/Database source:InterPro:IPR006644|I), P4HB FGFBP1 GGT1 CD14 FOLR1 B4GALT1 MFGE8 PTGDS NUCB1 PLIN2 LBP CD5L LPL CLU GLYCAM1 PIGR C9 KRT1 F3 CD36 BTN1A1 CFI MUC1 DAG1,CC,24,24 of 1837,23.76,1.31,5.911E-08,0.00000112
GO:0033344,cholesterol efflux,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P79345(Evidence code:ISS/Database source:UniProtKB:Q9Z0J0)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOE APOA4 NPC2 APOA1,BP,4,4 of 9,3.96,44.44,7.258E-08,0.000001301
GO:0032570,response to progesterone,P02663(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:)P00711(Evidence code:IDA/Database source:), CSN1S2 CSN1S1 CSN2 LALBA,BP,4,4 of 9,3.96,44.44,7.258E-08,0.000001301
GO:0005783,endoplasmic reticulum,Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)Q0IIH5(Evidence code:IEA/Database source:UniProtKB:P81117|ens)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)P30922(Evidence code:ISS/Database source:UniProtKB:Q61362)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)Q32KV6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)P05307(Evidence code:ISS/Database source:UniProtKB:P07237)Q3MHX6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256), HSPA5 NUCB2 PTGDS CHI3L1 CLU SIL1 P4HB OS9 NPC2,CC,9,9 of 220,8.91,4.09,8.84E-08,0.000001542
GO:0006508,proteolysis,P06868(Evidence code:IEA/Database source:InterPro:IPR001254|I)Q3T0A3(Evidence code:IEA/Database source:InterPro:IPR001254|I)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)G3N2D8(Evidence code:IEA/Database source:GO:0036374)Q32PI4(Evidence code:IEA/Database source:InterPro:IPR001254|I)P81187(Evidence code:IEA/Database source:InterPro:IPR001254|I)P00735(Evidence code:IEA/Database source:InterPro:IPR001254|I)P07688(Evidence code:IEA/Database source:InterPro:IPR000668)Q0VCX1(Evidence code:IEA/Database source:InterPro:IPR001254|I), PLG CFD LTF GGT1 CFI CFB F2 CTSB C1S,BP,9,9 of 230,8.91,3.91,1.268E-07,0.000002156
GO:0015485,cholesterol binding,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P79345(Evidence code:ISS/Database source:UniProtKB:P61916), APOE APOA4 APOA1 NPC2,MF,4,4 of 12,3.96,33.33,1.833E-07,0.000003038
GO:0030168,platelet activation,P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P12799(Evidence code:IEA/Database source:InterPro:IPR012290)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P02672(Evidence code:IEA/Database source:InterPro:IPR012290), FGB FGG F2 FGA,BP,4,4 of 13,3.96,30.77,2.391E-07,0.000003774
GO:0032355,response to estradiol,P02663(Evidence code:IDA/Database source:)P00711(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN1S2 LALBA CSN2 CSN1S1,BP,4,4 of 13,3.96,30.77,2.391E-07,0.000003774
GO:0019835,cytolysis,Q29RQ1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0204)P22226(Evidence code:IMP/Database source:)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0204)Q29RU4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0204), C7 CATHL1 C9 C6,BP,4,4 of 17,3.96,23.53,0.000000595,0.000009174
GO:0008233,peptidase activity,Q3T0A3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P06868(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P81187(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q0VCX1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P07688(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P00735(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q32PI4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645), CFD PLG LTF CFB C1S CTSB F2 CFI,MF,8,8 of 205,7.92,3.9,6.249E-07,0.000009386
GO:0005579,membrane attack complex,Q29RQ1(Evidence code:IEA/Database source:InterPro:IPR001862|I)Q29RU4(Evidence code:IEA/Database source:InterPro:IPR001862|I)Q3MHN2(Evidence code:IEA/Database source:InterPro:IPR001862|I), C7 C6 C9,CC,3,3 of 3,2.97,100,6.371E-07,0.000009386
GO:0006956,complement activation,Q29RU4(Evidence code:IEA/Database source:InterPro:IPR037563)Q2UVX4(Evidence code:IEA/Database source:InterPro:IPR001840|I)P81187(Evidence code:IEA/Database source:InterPro:IPR011360)Q29RQ1(Evidence code:IEA/Database source:InterPro:IPR037564), C6 C3 CFB C7,BP,4,4 of 19,3.96,21.05,8.757E-07,0.00001262
GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOA4 APOE APOA1,MF,3,3 of 4,2.97,75,0.000001112,0.00001505
GO:0034380,high-density lipoprotein particle assembly,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOE APOA4,BP,3,3 of 4,2.97,75,0.000001112,0.00001505
GO:0010873,positive regulation of cholesterol esterification,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOE APOA4 APOA1,BP,3,3 of 4,2.97,75,0.000001112,0.00001505
GO:0019731,antibacterial humoral response,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens)P24627(Evidence code:IEA/Database source:InterPro:IPR030684)P80025(Evidence code:IDA/Database source:), IGJ LTF LPO,BP,3,3 of 5,2.97,60,0.000001775,0.00002308
GO:0043691,reverse cholesterol transport,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOE APOA4,BP,3,3 of 5,2.97,60,0.000001775,0.00002308
GO:0051258,protein polymerization,P00735(Evidence code:IDA/Database source:)P02672(Evidence code:IEA/Database source:InterPro:IPR012290)P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P12799(Evidence code:IEA/Database source:InterPro:IPR012290), F2 FGA FGB FGG,BP,4,4 of 24,3.96,16.67,0.000001999,0.00002548
GO:0007155,cell adhesion,Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)Q3ZCH5(Evidence code:IEA/Database source:UniProtKB:P25311|ens)P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P31096(Evidence code:IEA/Database source:InterPro:IPR002038|I)P26201(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)Q8WML4(Evidence code:IBA/Database source:PANTHER:PTN001293623), MFGE8 AZGP1 FN1 B4GALT1 SPP1 CD36 MUC1,BP,7,7 of 171,6.93,4.09,0.000002258,0.00002825
GO:0050728,negative regulation of inflammatory response,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04104|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O88593|ens)P02666(Evidence code:IDA/Database source:), KRT1 APOA1 PGLYRP1 CSN2,BP,4,4 of 27,3.96,14.81,0.000003047,0.00003741
GO:0042157,lipoprotein metabolic process,Q03247(Evidence code:IEA/Database source:InterPro:IPR000074)Q32PJ2(Evidence code:IEA/Database source:InterPro:IPR000074)P15497(Evidence code:IEA/Database source:InterPro:IPR000074), APOE APOA4 APOA1,BP,3,3 of 7,2.97,42.86,0.000003785,0.00004403
GO:0031102,neuron projection regeneration,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOE APOA4,BP,3,3 of 7,2.97,42.86,0.000003785,0.00004403
GO:0031210,phosphatidylcholine binding,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 IGJ APOA4,MF,3,3 of 7,2.97,42.86,0.000003785,0.00004403
GO:0001503,ossification,P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0892)P12763(Evidence code:IEA/Database source:UniProtKB:P29699|ens)Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens)P31096(Evidence code:IEA/Database source:InterPro:IPR002038|I), LTF AHSG CLEC3B SPP1,BP,4,4 of 30,3.96,13.33,0.000004456,0.00005094
GO:0034361,very-low-density lipoprotein particle,Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0850)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0850), APOE APOA1 LPL,CC,3,3 of 8,2.97,37.5,0.000005192,0.00005835
GO:0050829,defense response to Gram-negative bacterium,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P00711(Evidence code:IBA/Database source:PANTHER:PTN001685984)P22226(Evidence code:IMP/Database source:)Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR030180), LTF LALBA CATHL1 LBP,BP,4,4 of 32,3.96,12.5,0.000005631,0.00006222
GO:0033700,phospholipid efflux,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOE APOA4 APOA1,BP,3,3 of 9,2.97,33.33,0.000006906,0.00007385
GO:0001530,lipopolysaccharide binding,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR030180)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), F2 LBP LTF,MF,3,3 of 9,2.97,33.33,0.000006906,0.00007385
GO:0005788,endoplasmic reticulum lumen,P05307(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q32KV6(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438), P4HB SIL1 HSPA5 OS9,CC,4,4 of 34,3.96,11.76,0.00000702,0.00007387
GO:0001540,amyloid-beta binding,Q03247(Evidence code:ISS/Database source:UniProtKB:P02649)P02662(Evidence code:IDA/Database source:)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOE CSN1S1 APOA1,MF,3,3 of 10,2.97,30,0.000008956,0.00009278
GO:0031640,killing of cells of other organism,P54228(Evidence code:IEA/Database source:UniProtKB-KW:KW-0295)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)Q8SPP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0295), CATHL6 LTF PGLYRP1,BP,3,3 of 11,2.97,27.27,0.00001137,0.0001142
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O75594|ens)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), PGLYRP1 LTF F2,BP,3,3 of 11,2.97,27.27,0.00001137,0.0001142
GO:0009897,external side of plasma membrane,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens)P08037(Evidence code:ISS/Database source:UniProtKB:P15291)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)Q95122(Evidence code:ISS/Database source:UniProtKB:P10810), B2M B4GALT1 F2 CD14,CC,4,4 of 39,3.96,10.26,0.00001158,0.0001146
GO:0034364,high-density lipoprotein particle,P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345)Q32PJ2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345)Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345), APOA1 APOA4 APOE,CC,3,3 of 13,2.97,23.08,0.00001741,0.0001697
GO:0009986,cell surface,P11151(Evidence code:IEA/Database source:UniProtKB:P11152|ens)P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens)P08037(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P30931(Evidence code:ISS/Database source:UniProtKB:P13726)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), LPL SERPINF2 B4GALT1 F3 LTF,CC,5,5 of 94,4.95,5.32,0.00001879,0.0001805
GO:0070328,triglyceride homeostasis,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), LPL APOA4 APOA1,BP,3,3 of 14,2.97,21.43,0.00002109,0.0001997
GO:0006869,lipid transport,Q03247(Evidence code:IEA/Database source:InterPro:IPR000074)Q2TBI0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0445)P15497(Evidence code:IEA/Database source:InterPro:IPR000074)Q32PJ2(Evidence code:IEA/Database source:InterPro:IPR000074), APOE LBP APOA1 APOA4,BP,4,4 of 51,3.96,7.84,0.00003103,0.0002897
GO:0006695,cholesterol biosynthetic process,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA4 APOA1 APOE,BP,3,3 of 17,2.97,17.65,0.0000351,0.0003232
GO:0046872,metal ion binding,Q3ZBZ1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P02769(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q3SZV7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P80457(Evidence code:IEA/Database source:InterPro:IPR002888)P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P12799(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q0VCX1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P00711(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479), SDF4 ALB GSN B4GALT1 IDH1 NUCB1 HPX XDH LPO FGG NME2 C1S LTF LALBA,MF,14,14 of 1125,13.86,1.24,0.00003662,0.0003326
GO:0008289,lipid binding,P02769(Evidence code:IEA/Database source:UniProtKB-KW:KW-0446)Q32PJ2(Evidence code:IEA/Database source:InterPro:IPR000074)P10790(Evidence code:IEA/Database source:InterPro:IPR000463|I)Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR001124|I)P15497(Evidence code:IEA/Database source:InterPro:IPR000074)Q03247(Evidence code:IEA/Database source:InterPro:IPR000074), ALB APOA4 FABP3 LBP APOA1 APOE,MF,6,6 of 190,5.94,3.16,0.00004771,0.0004274
GO:0005102,signaling receptor binding,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P24627(Evidence code:IMP/Database source:)P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P12799(Evidence code:IEA/Database source:InterPro:IPR012290)P06868(Evidence code:IPI/Database source:UniProtKB:P08169)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens)P02672(Evidence code:IEA/Database source:InterPro:IPR012290), F2 LTF FGB FGG PLG LPL A2M FGA,MF,8,8 of 385,7.92,2.08,0.00005237,0.000463
GO:0006954,inflammatory response,Q95122(Evidence code:IEA/Database source:UniProtKB-KW:KW-0395)P01045(Evidence code:IEA/Database source:UniProtKB-KW:KW-0395)P01044(Evidence code:IEA/Database source:UniProtKB-KW:KW-0395)P30922(Evidence code:ISS/Database source:UniProtKB:P36222)Q2UVX4(Evidence code:IEA/Database source:InterPro:IPR001840), CD14 KNG2 KNG1 CHI3L1 C3,BP,5,5 of 121,4.95,4.13,0.0000596,0.000489
GO:0042834,peptidoglycan binding,Q8SPP7(Evidence code:IEA/Database source:InterPro:IPR017331)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), PGLYRP1 IGJ,MF,2,2 of 2,1.98,100,0.00005975,0.000489
GO:0004461,lactose synthase activity,P00711(Evidence code:IEA/Database source:InterPro:IPR000545)P08037(Evidence code:IEA/Database source:EC:2.4.1.22), LALBA B4GALT1,MF,2,2 of 2,1.98,100,0.00005975,0.000489
GO:0044218,other organism cell membrane,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-1052), LTF C9,CC,2,2 of 2,1.98,100,0.00005975,0.000489
GO:0055091,phospholipid homeostasis,P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), FABP3 APOA1,BP,2,2 of 2,1.98,100,0.00005975,0.000489
GO:0005989,lactose biosynthetic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P00711(Evidence code:IEA/Database source:InterPro:IPR000545), B4GALT1 LALBA,BP,2,2 of 2,1.98,100,0.00005975,0.000489
GO:0042803,protein homodimerization activity,P02663(Evidence code:IDA/Database source:)P08037(Evidence code:ISS/Database source:UniProtKB:P15291-1)P80457(Evidence code:IDA/Database source:)P02666(Evidence code:IDA/Database source:)P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), CSN1S2 B4GALT1 XDH CSN2 SERPINF2 IGJ,MF,6,6 of 210,5.94,2.86,0.00008137,0.0006579
GO:0030300,regulation of intestinal cholesterol absorption,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 APOA4,BP,2,2 of 3,1.98,66.67,0.00009936,0.000766
GO:0001867,"complement activation, lectin pathway",Q0VCX1(Evidence code:IBA/Database source:PANTHER:PTN002385419)G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens), C1S KRT1,BP,2,2 of 3,1.98,66.67,0.00009936,0.000766
GO:0044539,long-chain fatty acid import,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857)P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens), CD36 FABP3,BP,2,2 of 3,1.98,66.67,0.00009936,0.000766
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P02666(Evidence code:IDA/Database source:), APOA1 CSN2,BP,2,2 of 3,1.98,66.67,0.00009936,0.000766
GO:0030246,carbohydrate binding,Q2KIS7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens)P30922(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)Q3MHX6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430), CLEC3B KRT1 CHI3L1 OS9,MF,4,4 of 73,3.96,5.48,0.0001163,0.0008861
GO:0016787,hydrolase activity,Q0VCX1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P07688(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P81187(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q3T0A3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q32PI4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P06868(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P00735(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P15467(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378), C1S CTSB CFB CFD CFI LPL LTF PLG HSPA5 F2 RNASE4,MF,11,11 of 836,10.89,1.32,0.0001391,0.001048
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,Q3ZCH5(Evidence code:IEA/Database source:UniProtKB:P25311|ens)P80025(Evidence code:IEA/Database source:UniProtKB:P22079|ens), AZGP1 LPO,BP,2,2 of 4,1.98,50,0.0001487,0.00106
GO:0051006,positive regulation of lipoprotein lipase activity,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA4 APOA1,BP,2,2 of 4,1.98,50,0.0001487,0.00106
