GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0030879,mammary gland development,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1990000,amyloid fibril formation,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0071727,cellular response to triacyl bacterial lipopeptide,Q95122(Evidence code:ISS/Database source:UniProtKB:P08571),CD14,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway,P30931(Evidence code:ISS/Database source:UniProtKB:P13726),F3,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0006097,glyoxylate cycle,Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0329),IDH1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1902732,positive regulation of chondrocyte proliferation,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0070168,negative regulation of biomineral tissue development,P12763(Evidence code:IBA/Database source:PANTHER:PTN000352259),AHSG,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0070569,uridylyltransferase activity,Q07130(Evidence code:IEA/Database source:InterPro:IPR002618),UGP2,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0090110,cargo loading into COPII-coated vesicle,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens),RAB1A,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0021955,central nervous system neuron axonogenesis,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens),HSP90AA1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0015321,sodium-dependent phosphate transmembrane transporter activity,Q27960(Evidence code:IEA/Database source:InterPro:IPR003841|I),SLC34A2,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:1902309,negative regulation of peptidyl-serine dephosphorylation,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0045629,negative regulation of T-helper 2 cell differentiation,P46193(Evidence code:ISS/Database source:UniProtKB:P04083),ANXA1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0048227,plasma membrane to endosome transport,Q58DS9(Evidence code:IEA/Database source:UniProtKB:P51148|ens),RAB5C,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1990254,keratin filament binding,P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens),VIM,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:2000301,negative regulation of synaptic vesicle exocytosis,P61223(Evidence code:IEA/Database source:UniProtKB:Q99JI6|ens),RAP1B,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1902896,terminal web assembly,P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0003945,N-acetyllactosamine synthase activity,P08037(Evidence code:IEA/Database source:EC:2.4.1.90),B4GALT1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0050815,phosphoserine residue binding,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0045955,negative regulation of calcium ion-dependent exocytosis,P61223(Evidence code:IEA/Database source:UniProtKB:Q99JI6|ens),RAP1B,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0006436,tryptophanyl-tRNA aminoacylation,P17248(Evidence code:IEA/Database source:InterPro:IPR002306),WARS,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:2000643,positive regulation of early endosome to late endosome transport,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0043297,apical junction assembly,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0035461,vitamin transmembrane transport,Q3MHN5(Evidence code:IEA/Database source:GO:0090482),GC,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0021861,forebrain radial glial cell differentiation,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0071225,cellular response to muramyl dipeptide,P48616(Evidence code:ISS/Database source:UniProtKB:P08670),VIM,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0031177,phosphopantetheine binding,Q71SP7(Evidence code:IEA/Database source:InterPro:IPR020806),FASN,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0090385,phagosome-lysosome fusion,Q3T0F5(Evidence code:ISS/Database source:UniProtKB:P51149),RAB7A,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0052405,negative regulation by host of symbiont molecular function,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens),ANXA2,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1902766,skeletal muscle satellite cell migration,P61585(Evidence code:ISS/Database source:UniProtKB:F1CG58),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0032366,intracellular sterol transport,P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens),NPC2,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0022614,membrane to membrane docking,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0030953,astral microtubule organization,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0071281,cellular response to iron ion,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0007341,penetration of zona pellucida,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0001951,intestinal D-glucose absorption,P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0004854,xanthine dehydrogenase activity,P80457(Evidence code:IEA/Database source:InterPro:IPR014307),XDH,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0060997,dendritic spine morphogenesis,Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60766),CDC42,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0042834,peptidoglycan binding,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0048712,negative regulation of astrocyte differentiation,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0042125,protein galactosylation,P08037(Evidence code:IDA/Database source:),B4GALT1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0000138,Golgi trans cisterna,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,CC,1,1 of 2,1.06,50,0.008769,0.02043
GO:0055131,C3HC4-type RING finger domain binding,P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens),HSPA8,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0045627,positive regulation of T-helper 1 cell differentiation,P46193(Evidence code:ISS/Database source:UniProtKB:P04083),ANXA1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0036143,kringle domain binding,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0009115,xanthine catabolic process,P80457(Evidence code:ISS/Database source:UniProtKB:P22985),XDH,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0048156,tau protein binding,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",P08037(Evidence code:IEA/Database source:EC:2.4.1.38),B4GALT1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0034197,triglyceride transport,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0044279,other organism membrane,Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-1053),C9,CC,1,1 of 2,1.06,50,0.008769,0.02043
GO:0090324,negative regulation of oxidative phosphorylation,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0010756,positive regulation of plasminogen activation,Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P43025),CLEC3B,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1900738,positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0015884,folic acid transport,P02702(Evidence code:ISS/Database source:UniProtKB:P15328),FOLR1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,Q71SP7(Evidence code:IEA/Database source:EC:2.3.1.41),FASN,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:1900229,negative regulation of single-species biofilm formation in or on host organism,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0034190,apolipoprotein receptor binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0001652,granular component,Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P05452),CLEC3B,CC,1,1 of 2,1.06,50,0.008769,0.02043
GO:0034185,apolipoprotein binding,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0035749,myelin sheath adaxonal region,P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens),ANXA2,CC,1,1 of 2,1.06,50,0.008769,0.02043
GO:0044295,axonal growth cone,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens),HSP90AA1,CC,1,1 of 2,1.06,50,0.008769,0.02043
GO:0004450,isocitrate dehydrogenase (NADP+) activity,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790),IDH1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0043546,molybdopterin cofactor binding,P80457(Evidence code:IEA/Database source:InterPro:IPR022407),XDH,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0030643,cellular phosphate ion homeostasis,Q27960(Evidence code:IBA/Database source:PANTHER:PTN000000493),SLC34A2,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0090197,positive regulation of chemokine secretion,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0005989,lactose biosynthetic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0045792,negative regulation of cell size,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:1903753,negative regulation of p38MAPK cascade,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0004830,tryptophan-tRNA ligase activity,P17248(Evidence code:IEA/Database source:InterPro:IPR002306),WARS,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:1905323,telomerase holoenzyme complex assembly,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0005093,Rab GDP-dissociation inhibitor activity,P50397(Evidence code:IEA/Database source:InterPro:IPR000806),GDI2,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0008430,selenium binding,Q2KJ32(Evidence code:IEA/Database source:InterPro:IPR008826),SELENBP1,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0016018,cyclosporin A binding,P62935(Evidence code:ISS/Database source:UniProtKB:P62937),PPIA,MF,1,1 of 2,1.06,50,0.008769,0.02043
GO:0036089,cleavage furrow formation,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,Q9MZ06(Evidence code:IEA/Database source:UniProtKB:Q14512|ens),FGFBP1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0032489,regulation of Cdc42 protein signal transduction,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 2,1.06,50,0.008769,0.02043
GO:0020037,heme binding,P80025(Evidence code:IEA/Database source:InterPro:IPR010255)Q148C9(Evidence code:ISS/Database source:UniProtKB:Q9R257), LPO HEBP1,MF,2,2 of 49,2.13,4.08,0.01005,0.02335
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,P61585(Evidence code:ISS/Database source:UniProtKB:P61586)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), RHOA LTF,BP,2,2 of 51,2.13,3.92,0.01082,0.02355
GO:0042267,natural killer cell mediated cytotoxicity,Q5E947(Evidence code:IEA/Database source:UniProtKB:P35700|ens),PRDX1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0007004,telomere maintenance via telomerase,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0072606,interleukin-8 secretion,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens),RAB1A,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0042581,specific granule,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0050713,negative regulation of interleukin-1 beta secretion,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0001931,uropod,P31976(Evidence code:ISS/Database source:UniProtKB:P26040),EZR,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953),CDC42,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0045040,protein import into mitochondrial outer membrane,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0070653,high-density lipoprotein particle receptor binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0034101,erythrocyte homeostasis,Q5E947(Evidence code:IEA/Database source:UniProtKB:P35700|ens),PRDX1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0004656,procollagen-proline 4-dioxygenase activity,P05307(Evidence code:ISS/Database source:UniProtKB:P07237),P4HB,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0008379,thioredoxin peroxidase activity,Q5E947(Evidence code:IEA/Database source:UniProtKB:Q06830|ens),PRDX1,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0044090,positive regulation of vacuole organization,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens),ANXA2,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0018206,peptidyl-methionine modification,P15497(Evidence code:ISS/Database source:UniProtKB:P02647),APOA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0031313,extrinsic component of endosome membrane,P46193(Evidence code:ISS/Database source:UniProtKB:P19619),ANXA1,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0006751,glutathione catabolic process,G3N2D8(Evidence code:IEA/Database source:InterPro:IPR000101),GGT1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0051131,chaperone-mediated protein complex assembly,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0003376,sphingosine-1-phosphate receptor signaling pathway,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0033688,regulation of osteoblast proliferation,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0006707,cholesterol catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0006855,drug transmembrane transport,Q4GZT4(Evidence code:IBA/Database source:PANTHER:PTN001059255),ABCG2,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0060020,Bergmann glial cell differentiation,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens),VIM,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:1900122,positive regulation of receptor binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0002227,innate immune response in mucosa,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0019732,antifungal humoral response,P24627(Evidence code:IEA/Database source:InterPro:IPR030684),LTF,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0005579,membrane attack complex,Q3MHN2(Evidence code:IEA/Database source:InterPro:IPR001862|I),C9,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0002281,macrophage activation involved in immune response,Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428),LBP,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0042159,lipoprotein catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0032532,regulation of microvillus length,P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens),EZR,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0051788,response to misfolded protein,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0046696,lipopolysaccharide receptor complex,Q95122(Evidence code:ISS/Database source:UniProtKB:P08571),CD14,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0003100,regulation of systemic arterial blood pressure by endothelin,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0048675,axon extension,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens),HSP90AA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0071786,endoplasmic reticulum tubular network organization,Q0IIG8(Evidence code:IEA/Database source:UniProtKB:Q9NP72|ens),RAB18,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0010835,regulation of protein ADP-ribosylation,P17248(Evidence code:IEA/Database source:UniProtKB:P23381|ens),WARS,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0031545,peptidyl-proline 4-dioxygenase activity,P05307(Evidence code:IBA/Database source:PANTHER:PTN001053176),P4HB,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0005094,Rho GDP-dissociation inhibitor activity,P19803(Evidence code:IEA/Database source:InterPro:IPR000406),ARHGDIA,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0030325,adrenal gland development,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0006656,phosphatidylcholine biosynthetic process,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0030151,molybdenum ion binding,P80457(Evidence code:IDA/Database source:),XDH,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0043149,stress fiber assembly,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:1990869,cellular response to chemokine,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0005499,vitamin D binding,Q3MHN5(Evidence code:IEA/Database source:InterPro:IPR000213),GC,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:2001205,negative regulation of osteoclast development,P24627(Evidence code:IDA/Database source:),LTF,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0047134,protein-disulfide reductase activity,O97680(Evidence code:IBA/Database source:PANTHER:PTN000047179),TXN,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:1905286,serine-type peptidase complex,P30931(Evidence code:IEA/Database source:UniProtKB:P13726|ens),F3,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0071526,semaphorin-plexin signaling pathway,P19803(Evidence code:ISS/Database source:UniProtKB:Q99PT1),ARHGDIA,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0006102,isocitrate metabolic process,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790),IDH1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0010903,negative regulation of very-low-density lipoprotein particle remodeling,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0035267,NuA4 histone acetyltransferase complex,P60712(Evidence code:ISS/Database source:UniProtKB:P60709),ACTB,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0051000,positive regulation of nitric-oxide synthase activity,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0034363,intermediate-density lipoprotein particle,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,CC,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0019870,potassium channel inhibitor activity,P02666(Evidence code:IDA/Database source:),CSN2,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0046827,positive regulation of protein export from nucleus,P62261(Evidence code:ISS/Database source:UniProtKB:P62258),YWHAE,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0010886,positive regulation of cholesterol storage,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0090128,regulation of synapse maturation,P63103(Evidence code:IEA/Database source:UniProtKB:P63104|ens),YWHAZ,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0008035,high-density lipoprotein particle binding,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,MF,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0030043,actin filament fragmentation,Q5E9F7(Evidence code:IEA/Database source:UniProtKB:P18760|ens),CFL1,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:1900121,negative regulation of receptor binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 3,1.06,33.33,0.01167,0.02355
GO:0005819,spindle,Q2KJ93(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3T149(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), CDC42 HSPB1,CC,2,2 of 54,2.13,3.7,0.01202,0.02413
GO:0005096,GTPase activator activity,P19803(Evidence code:IEA/Database source:UniProtKB-KW:KW-0343)P50397(Evidence code:IEA/Database source:UniProtKB-KW:KW-0343), ARHGDIA GDI2,MF,2,2 of 54,2.13,3.7,0.01202,0.02413
GO:0005506,iron ion binding,P80457(Evidence code:IEA/Database source:InterPro:IPR016208)P24627(Evidence code:IEA/Database source:InterPro:IPR030684), XDH LTF,MF,2,2 of 57,2.13,3.51,0.01327,0.02654
GO:0051480,regulation of cytosolic calcium ion concentration,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens), F2 YWHAE,BP,2,2 of 57,2.13,3.51,0.01327,0.02654
GO:0071902,positive regulation of protein serine/threonine kinase activity,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)P61585(Evidence code:ISS/Database source:UniProtKB:P61586), LTF RHOA,BP,2,2 of 59,2.13,3.39,0.01414,0.02713
GO:0045202,synapse,P19120(Evidence code:IEA/Database source:GO:0016191)Q3SYU2(Evidence code:IEA/Database source:UniProtKB:P58252|ens), HSPA8 EEF2,CC,2,2 of 60,2.13,3.33,0.01458,0.02713
GO:0008202,steroid metabolic process,P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0753)P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0753), NPC2 APOA1,BP,2,2 of 59,2.13,3.39,0.01414,0.02713
GO:0030521,androgen receptor signaling pathway,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:1900016,negative regulation of cytokine production involved in inflammatory response,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0034115,negative regulation of heterotypic cell-cell adhesion,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0033077,T cell differentiation in thymus,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0034375,high-density lipoprotein particle remodeling,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0018158,protein oxidation,P15497(Evidence code:ISS/Database source:UniProtKB:P02647),APOA1,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0060055,angiogenesis involved in wound healing,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0050860,negative regulation of T cell receptor signaling pathway,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0045136,development of secondary sexual characteristics,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 4,1.06,25,0.01457,0.02713
GO:0006662,glycerol ether metabolic process,O97680(Evidence code:IEA/Database source:InterPro:IPR005746),TXN,BP,1,1 of 4,1.06,25,0.01457,0.02713
